occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
7327,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7328,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7329,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7330,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7331,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7332,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7333,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7334,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7335,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7336,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_010_leakage_group_assignment_provenance_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7337,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7338,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7339,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7340,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_010_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7341,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7342,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_010_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7343,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7344,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7345,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7346,integrity_or_transport_semantics,integrity,scripts/check_covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7347,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7348,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7349,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_011_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7350,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7351,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_unified_adapter_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7352,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_011_unified_adapter_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7353,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_011_unified_adapter_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7354,integrity_or_transport_semantics,integrity,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
7355,exact4_download_result_field,download_result_status,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
7356,exact4_download_result_field,observed_http_status,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
7357,exact4_download_result_field,observed_content_length_bytes,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
7358,exact4_download_result_field,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
7359,integrity_or_transport_semantics,content_length,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
7360,exact4_download_result_field,download_result_status,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
7361,integrity_or_transport_semantics,integrity,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
7362,integrity_or_transport_semantics,integrity,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
7363,exact4_download_result_field,download_result_status,scripts/check_covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
