scaleup_rank,tranche,selection_priority_pass,canonical_event_id,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,canonical_source_dataset_count,source_record_provenance_count,source_datasets_json,source_provenance_identities_json,historical_pilot_processed,historical_bulk_structure_acquisition_status,historical_terminal_route,historical_terminal_reasons_json,current_123_two_rule_routing_population_overlap,structure_execution_status,task_domain_rule_evaluation_status
395,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJC:A:CYS:25-:SG:B:424:C15,2YJC,A,,CYS,25,SG,424,B,C15,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000412"",""SOURCE_COVPDB:CovPDB_complexes/2yjc/2yjc.pdb#LINK00416"",""SOURCE_RCSB_PDB_DIRECT:2YJC:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
396,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YNB:B:CYS:148-:SG:E:G85:C63,2YNB,B,,CYS,148,SG,G85,E,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2ynb/2ynb.pdb#LINK00529"",""SOURCE_RCSB_PDB_DIRECT:2YNB:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
397,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK1:A:CYS:285-:SG:C:PTG:C8,2ZK1,A,,CYS,285,SG,PTG,C,C8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004313"",""SOURCE_RCSB_PDB_DIRECT:2ZK1:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
398,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK1:B:CYS:285-:SG:D:PTG:C8,2ZK1,B,,CYS,285,SG,PTG,D,C8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004314"",""SOURCE_RCSB_PDB_DIRECT:2ZK1:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
399,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK2:A:CYS:285-:SG:D:PTG:C8,2ZK2,A,,CYS,285,SG,PTG,D,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004326"",""SOURCE_COVPDB:CovPDB_complexes/2zk2/2zk2.pdb#LINK00513"",""SOURCE_RCSB_PDB_DIRECT:2ZK2:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
400,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK3:A:CYS:285-:SG:C:OCX:C11,2ZK3,A,,CYS,285,SG,OCX,C,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004323"",""SOURCE_RCSB_PDB_DIRECT:2ZK3:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
401,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK3:B:CYS:285-:SG:D:OCX:C11,2ZK3,B,,CYS,285,SG,OCX,D,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004324"",""SOURCE_RCSB_PDB_DIRECT:2ZK3:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
402,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK4:A:CYS:285-:SG:C:OCR:C9,2ZK4,A,,CYS,285,SG,OCR,C,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004321"",""SOURCE_RCSB_PDB_DIRECT:2ZK4:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
403,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK4:B:CYS:285-:SG:D:OCR:C9,2ZK4,B,,CYS,285,SG,OCR,D,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004322"",""SOURCE_RCSB_PDB_DIRECT:2ZK4:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
404,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK5:A:CYS:285-:SG:C:NRO:C8,2ZK5,A,,CYS,285,SG,NRO,C,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004315"",""SOURCE_COVPDB:CovPDB_complexes/2zk5/2zk5.pdb#LINK00510"",""SOURCE_RCSB_PDB_DIRECT:2ZK5:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
405,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZK5:B:CYS:285-:SG:D:NRO:C8,2ZK5,B,,CYS,285,SG,NRO,D,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004316"",""SOURCE_COVPDB:CovPDB_complexes/2zk5/2zk5.pdb#LINK00511"",""SOURCE_RCSB_PDB_DIRECT:2ZK5:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
406,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZU3:A:CYS:147-:SG:B:ZU3:C63,2ZU3,A,,CYS,147,SG,ZU3,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004071"",""SOURCE_COVPDB:CovPDB_complexes/2zu3/2zu3.pdb#LINK00474"",""SOURCE_RCSB_PDB_DIRECT:2ZU3:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
407,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZU4:A:CYS:145-:SG:B:ZU3:C63,2ZU4,A,,CYS,145,SG,ZU3,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004073"",""SOURCE_COVPDB:CovPDB_complexes/2zu4/2zu4.pdb#LINK00491"",""SOURCE_RCSB_PDB_DIRECT:2ZU4:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
408,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2ZU5:A:CYS:145-:SG:B:ZU5:C11,2ZU5,A,,CYS,145,SG,ZU5,B,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004072"",""SOURCE_COVPDB:CovPDB_complexes/2zu5/2zu5.pdb#LINK00452"",""SOURCE_RCSB_PDB_DIRECT:2ZU5:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
409,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3A2G:A:CYS:102-:SG:G:LCY:C1,3A2G,A,,CYS,102,SG,LCY,G,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001933"",""SOURCE_RCSB_PDB_DIRECT:3A2G:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
410,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3ADW:A:CYS:285-:SG:D:OCR:C9,3ADW,A,,CYS,285,SG,OCR,D,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3adw/3adw.pdb#LINK00487"",""SOURCE_RCSB_PDB_DIRECT:3ADW:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
411,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3ADW:B:CYS:285-:SG:E:OCR:C9,3ADW,B,,CYS,285,SG,OCR,E,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3adw/3adw.pdb#LINK00488"",""SOURCE_RCSB_PDB_DIRECT:3ADW:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
412,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3ADX:A:CYS:285-:SG:C:NRO:C8,3ADX,A,,CYS,285,SG,NRO,C,C8,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3adx/3adx.pdb#LINK00502"",""SOURCE_RCSB_PDB_DIRECT:3ADX:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
413,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3B0R:A:CYS:285-:SG:C:GW9:C9,3B0R,A,,CYS,285,SG,GW9,C,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3b0r/3b0r.pdb#LINK00485"",""SOURCE_RCSB_PDB_DIRECT:3B0R:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
414,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3B0R:B:CYS:285-:SG:D:GW9:C9,3B0R,B,,CYS,285,SG,GW9,D,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3b0r/3b0r.pdb#LINK00486"",""SOURCE_RCSB_PDB_DIRECT:3B0R:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
415,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3B1T:A:CYS:645-:SG:B:YCL:CAP,3B1T,A,,CYS,645,SG,YCL,B,CAP,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003265"",""SOURCE_RCSB_PDB_DIRECT:3B1T:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
416,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3B1U:A:CYS:645-:SG:B:YFF:CAP,3B1U,A,,CYS,645,SG,YFF,B,CAP,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003258"",""SOURCE_RCSB_PDB_DIRECT:3B1U:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
417,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3B9H:A:CYS:146-:SG:D:NDU:C6,3B9H,A,,CYS,146,SG,NDU,D,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3b9h/3b9h.pdb#LINK00374"",""SOURCE_RCSB_PDB_DIRECT:3B9H:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
418,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BHL:A:CYS:146-:SG:C:NDU:C6,3BHL,A,,CYS,146,SG,NDU,C,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3bhl/3bhl.pdb#LINK00459"",""SOURCE_RCSB_PDB_DIRECT:3BHL:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
419,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BHL:B:CYS:146-:SG:G:NDU:C6,3BHL,B,,CYS,146,SG,NDU,G,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3bhl/3bhl.pdb#LINK00460"",""SOURCE_RCSB_PDB_DIRECT:3BHL:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
420,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BHR:A:CYS:146-:SG:E:NDU:C6,3BHR,A,,CYS,146,SG,NDU,E,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3bhr/3bhr.pdb#LINK00412"",""SOURCE_RCSB_PDB_DIRECT:3BHR:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
421,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BLT:A:CYS:403-:SG:B:PSY:C8,3BLT,A,,CYS,403,SG,PSY,B,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004366"",""SOURCE_COVPDB:CovPDB_complexes/3blt/3blt.pdb#LINK00358"",""SOURCE_RCSB_PDB_DIRECT:3BLT:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
422,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BLU:A:CYS:403-:SG:B:PVS:C8,3BLU,A,,CYS,403,SG,PVS,B,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004364"",""SOURCE_COVPDB:CovPDB_complexes/3blu/3blu.pdb#LINK00359"",""SOURCE_RCSB_PDB_DIRECT:3BLU:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
423,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BM8:A:CYS:403-:SG:B:PSY:C8,3BM8,A,,CYS,403,SG,PSY,B,C8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001956"",""SOURCE_RCSB_PDB_DIRECT:3BM8:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
424,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BWK:A:CYS:51-:SG:E:C1P:C18,3BWK,A,,CYS,51,SG,C1P,E,C18,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001750"",""SOURCE_RCSB_PDB_DIRECT:3BWK:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
425,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BWK:B:CYS:51-:SG:G:C1P:C18,3BWK,B,,CYS,51,SG,C1P,G,C18,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001751"",""SOURCE_RCSB_PDB_DIRECT:3BWK:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
426,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BWK:C:CYS:51-:SG:J:C1P:C18,3BWK,C,,CYS,51,SG,C1P,J,C18,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001752"",""SOURCE_RCSB_PDB_DIRECT:3BWK:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
427,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3BWK:D:CYS:51-:SG:L:C1P:C18,3BWK,D,,CYS,51,SG,C1P,L,C18,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001753"",""SOURCE_RCSB_PDB_DIRECT:3BWK:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
428,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3C9E:A:CYS:25-:SG:D:E64:C2,3C9E,A,,CYS,25,SG,E64,D,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002425"",""SOURCE_RCSB_PDB_DIRECT:3C9E:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
429,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3C9W:A:CYS:164-:SG:C:HMY:C11,3C9W,A,,CYS,164,SG,HMY,C,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002426"",""SOURCE_COVPDB:CovPDB_complexes/3c9w/3c9w.pdb#LINK00518"",""SOURCE_RCSB_PDB_DIRECT:3C9W:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
430,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3C9W:B:CYS:164-:SG:D:HMY:C11,3C9W,B,,CYS,164,SG,HMY,D,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002427"",""SOURCE_COVPDB:CovPDB_complexes/3c9w/3c9w.pdb#LINK00519"",""SOURCE_RCSB_PDB_DIRECT:3C9W:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
431,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3D1L:A:CYS:179-:SG:C:MPR:S3,3D1L,A,,CYS,179,SG,MPR,C,S3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3d1l/3d1l.pdb#LINK00806"",""SOURCE_RCSB_PDB_DIRECT:3D1L:covale7""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
432,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3D1L:B:CYS:179-:SG:E:MPR:S3,3D1L,B,,CYS,179,SG,MPR,E,S3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3d1l/3d1l.pdb#LINK00807"",""SOURCE_RCSB_PDB_DIRECT:3D1L:covale22""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
433,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3D62:A:CYS:145-:SG:B:959:C16,3D62,A,,CYS,145,SG,959,B,C16,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001408"",""SOURCE_RCSB_PDB_DIRECT:3D62:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
434,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3DLA:A:CYS:176-:SG:I:ONL:CE,3DLA,A,,CYS,176,SG,ONL,I,CE,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002375"",""SOURCE_COVPDB:CovPDB_complexes/3dla/3dla.pdb#LINK01395"",""SOURCE_RCSB_PDB_DIRECT:3DLA:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
435,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3DLA:B:CYS:176-:SG:F:ONL:CE,3DLA,B,,CYS,176,SG,ONL,F,CE,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002376"",""SOURCE_COVPDB:CovPDB_complexes/3dla/3dla.pdb#LINK01396"",""SOURCE_COVPDB:CovPDB_complexes/3dla/3dla.pdb#LINK01397"",""SOURCE_RCSB_PDB_DIRECT:3DLA:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
436,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:3DLA:C:CYS:176-:SG:G:ONL:CE,3DLA,C,,CYS,176,SG,ONL,G,CE,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002378"",""SOURCE_COVPDB:CovPDB_complexes/3dla/3dla.pdb#LINK01398"",""SOURCE_RCSB_PDB_DIRECT:3DLA:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
